order_id,order_date,customer_id,customer_name,product_name,category,quantity,unit_price,total_sales,payment_method
A11147,01/01/2026,C1782,Katherine Young,physical,Fashion,4,26082.47,84550.61,Card
A11148,06/01/2026,C2409,Kevin Franklin,member,Electronics,1,10939.75,9649.11,NetBanking
A11149,20/01/2026,C9665,Johnathan Steele,cost,Home,1,42531.60,40050.65,UPI
A11150,08/01/2026,C2656,Russell West,decide,Home,4,14831.41,47596.23,COD
A11151,09/01/2026,C8217,Daniel Martin,air,Fashion,3,8069.11,19491.28,COD
A11152,27/01/2026,C4012,Albert Gill,Mr,Home,4,14122.11,52013.49,COD
A11153,03/01/2026,C9546,Jeremiah Lambert,institution,Electronics,5,4768.22,18654.17,Card
A11154,07/01/2026,C5654,Laura Sandoval,expert,Fashion,1,7009.34,6525.81,UPI
A11155,20/01/2026,C4076,Jonathan Bush,ask,Electronics,5,23840.88,108613.49,NetBanking
A11156,09/01/2026,C7366,Nicole Caldwell,shoulder,Home,5,43911.99,193233.13,COD
A11157,03/01/2026,C4765,Matthew Alvarez,difference,Fashion,3,46804.42,132078.59,UPI
A11158,09/01/2026,C4994,John Thomas,miss,Electronics,5,32986.10,151830.56,COD
A11159,23/01/2026,C8608,Jerry Wolfe,consumer,Fashion,3,40098.64,87900.08,UPI
A11160,09/02/2026,C6949,Timothy Reed,front,Home,4,4400.09,13113.78,COD
A11161,06/01/2026,C8991,Mindy Phillips,impact,Electronics,3,15718.78,34013.45,UPI
A11162,09/01/2026,C3822,Brandi Diaz,important,Home,1,9559.00,8819.70,Card
A11163,16/01/2026,C8249,Amy Davidson,country,Electronics,2,19413.42,38076.73,COD
A11164,23/01/2026,C4104,Kaitlyn Hunter,treat,Electronics,5,16731.98,80447.62,UPI
A11165,08/01/2026,C9568,Alicia Perez,teach,Home,4,14851.77,55268.84,Card
A11166,17/01/2026,C8606,Stephanie Fitzgerald,allow,Home,3,8864.78,19472.81,COD
A11167,14/01/2026,C2807,Ryan Buchanan,can,Home,5,31353.31,150634.09,UPI
A11168,04/01/2026,C9577,Donald Gilmore,describe,Electronics,4,43205.07,126236.97,COD
A11169,19/01/2026,C7559,Mark Morrow,study,Fashion,1,28443.54,20519.06,Card
A11170,19/01/2026,C9969,Bryan Moore,cost,Home,4,25930.68,78902.44,NetBanking
A11171,31/01/2026,C5532,Brian Hartman,man,Fashion,4,20341.56,79002.20,Card
A11172,21/01/2026,C9761,Casey Brown,culture,Electronics,1,26859.10,24482.04,Card
A11173,21/01/2026,C2378,James Mckee,pressure,Fashion,2,21881.61,30757.87,NetBanking
A11174,10/02/2026,C4448,Marc Rose,guy,Electronics,2,13405.87,21236.42,COD
A11175,12/01/2026,C9534,John Best,current,Fashion,3,33041.77,93309.17,COD
A11176,29/01/2026,C3796,Susan Rodriguez,ten,Electronics,4,4301.52,12645.96,COD
A11177,09/02/2026,C4975,Courtney Phillips,show,Home,3,35477.72,92664.32,COD
A11178,06/02/2026,C2538,Crystal Griffin,himself,Electronics,2,44296.70,65694.25,COD
A11179,02/02/2026,C1740,Mary Gray,good,Home,3,8836.42,26564.96,COD
A11180,05/01/2026,C2908,Michael Jackson,necessary,Electronics,5,29721.16,110042.93,COD
A11181,30/01/2026,C4374,Joshua Escobar,face,Electronics,1,30782.05,24438.28,COD
A11182,03/01/2026,C4035,Tiffany Sanchez,risk,Fashion,4,10565.80,36396.70,UPI
A11183,02/02/2026,C1366,William Hayes,thing,Fashion,1,33405.82,30821.21,Card
A11184,09/01/2026,C4012,Tom Fisher,both,Home,5,7064.03,27225.90,NetBanking
A11185,10/02/2026,C3155,Derek Ruiz,difference,Fashion,1,20384.39,14565.76,Card
A11186,27/01/2026,C7302,Michael Perry,billion,Fashion,4,42583.66,136374.20,Card
A11187,04/01/2026,C6864,Mary Clark,attorney,Home,5,11440.27,49270.34,COD
A11188,20/01/2026,C5585,Kristen Forbes,many,Fashion,4,39982.83,118497.78,COD
A11189,03/01/2026,C9545,Brittany Singleton,glass,Fashion,4,3560.43,10331.73,NetBanking
A11190,27/01/2026,C5104,Joseph Harrington,suffer,Fashion,1,34235.87,23996.61,NetBanking
A11191,21/01/2026,C3469,Brandon Gonzalez,able,Electronics,2,47244.30,82343.90,COD
A11192,20/01/2026,C6275,Jose Lewis DDS,scene,Electronics,4,45673.40,180899.80,COD
A11193,14/01/2026,C9252,Andrea Perez,arrive,Fashion,3,41668.84,108802.76,UPI
A11194,12/01/2026,C9311,Xavier Gross,look,Electronics,1,3841.55,2934.43,COD
A11195,14/01/2026,C7839,Robert Thomas,of,Home,2,24830.06,39777.59,COD
A11196,07/01/2026,C3695,Mary Long,across,Fashion,3,27986.73,74786.88,COD
A11197,20/01/2026,C6926,Deanna May,worker,Fashion,5,40936.35,184276.26,NetBanking
A11198,18/01/2026,C3727,Susan Kelly,tell,Fashion,5,11903.64,47725.04,Card
A11199,30/01/2026,C8148,Gina Green,particularly,Electronics,2,41554.30,76504.61,UPI
A11200,04/01/2026,C6199,Joseph Bass,with,Electronics,5,23152.80,89271.32,COD
A11201,10/01/2026,C9535,Matthew Pollard,benefit,Home,3,31675.56,87555.36,COD
A11202,01/02/2026,C1648,Melissa Koch,college,Home,3,37719.92,96206.93,COD
A11203,08/01/2026,C2617,William Ramirez,charge,Fashion,3,32361.39,74832.95,COD
A11204,01/02/2026,C4288,Kara Griffin,yard,Electronics,1,22708.68,17375.00,NetBanking
A11205,27/01/2026,C6625,Scott Silva,important,Electronics,5,5287.06,23304.29,COD
A11206,17/01/2026,C3415,Cynthia Torres,hand,Home,3,34908.73,74392.61,Card
A11207,28/01/2026,C7231,Michael Brown,film,Home,5,29989.14,139546.97,Card
A11208,14/01/2026,C4289,Jennifer Cross,represent,Home,4,15414.40,59920.65,Card
A11209,01/02/2026,C8869,Jessica Berg,more,Home,5,28433.99,128092.82,UPI
A11210,31/01/2026,C5232,Rachel Sullivan,phone,Electronics,1,38726.14,35380.15,COD
A11211,28/01/2026,C2104,Angel Wells,everything,Electronics,3,5603.11,14424.14,Card
A11212,10/02/2026,C4932,Sarah Taylor,choose,Electronics,3,44121.85,131124.23,Card
A11213,14/01/2026,C3222,Christopher Davies,important,Electronics,1,9330.06,7683.47,COD
A11214,11/01/2026,C6607,Matthew Edwards,way,Electronics,5,11524.64,53141.81,UPI
A11215,03/02/2026,C5151,Stephanie Walter,suffer,Electronics,5,28661.96,139144.71,COD
A11216,11/01/2026,C2085,Howard Costa,discussion,Home,3,34987.62,82009.90,UPI
A11217,09/01/2026,C4341,Sean Wood,tend,Electronics,5,48020.48,230621.75,NetBanking
A11218,03/02/2026,C7374,Michelle Austin,every,Electronics,4,33932.29,110074.88,UPI
A11219,08/02/2026,C8631,Claire Arias,what,Home,4,44480.77,170909.76,UPI
A11220,02/01/2026,C9844,Nicholas Taylor,hard,Home,5,32135.67,143035.11,Card
A11221,05/02/2026,C5649,Amy Carrillo,service,Fashion,3,43008.91,125203.92,Card
A11222,26/01/2026,C6516,Brooke Travis,range,Home,3,40304.23,105314.78,Card
A11223,01/02/2026,C7881,Jennifer Holloway,herself,Electronics,4,6824.89,24982.50,UPI
A11224,12/01/2026,C5186,Zachary Pollard,help,Home,4,3874.65,15333.45,COD
A11225,10/02/2026,C6831,Gloria Brown,while,Home,4,18033.02,59920.26,UPI
A11226,06/01/2026,C8963,Shane Wagner,trip,Electronics,1,6921.41,6849.91,UPI
A11227,27/01/2026,C1170,Terry Galvan,approach,Fashion,2,46748.04,87988.93,Card
A11228,07/02/2026,C6945,Nancy Trevino,example,Fashion,2,16352.15,27492.71,NetBanking
A11229,05/01/2026,C4718,Michael Wilson,article,Fashion,2,42347.56,66983.56,Card
A11230,06/01/2026,C1124,Rebekah Clay,example,Electronics,3,43426.65,109525.23,COD
A11231,05/02/2026,C7106,Stephen Elliott,bill,Electronics,4,32102.65,123379.85,COD
A11232,01/01/2026,C7328,Keith Bishop,after,Fashion,3,811.72,2169.07,Card
A11233,23/01/2026,C5914,Jennifer Preston,similar,Home,2,21864.98,33800.03,NetBanking
A11234,28/01/2026,C9699,Leah Johnson,various,Home,4,17790.45,61343.78,Card
A11235,31/01/2026,C6732,Nicole Roberts,pass,Fashion,2,976.70,1509.44,UPI
A11236,12/01/2026,C6380,Wendy Donaldson,office,Fashion,5,30717.85,139865.73,NetBanking
A11237,22/01/2026,C5464,Alejandro Taylor,long,Home,3,15313.56,45079.36,COD
A11238,20/01/2026,C5445,Sara Wright,floor,Electronics,5,12030.16,56566.62,Card
A11239,31/01/2026,C3970,April Duarte,pull,Fashion,5,39427.75,169605.55,Card
A11240,02/01/2026,C3342,Peter Rowe,both,Electronics,1,32616.65,22916.87,COD
A11241,21/01/2026,C5788,Mr. Jamie Frey MD,hotel,Fashion,5,14118.86,70029.92,UPI
A11242,15/01/2026,C4172,Lori Maynard,something,Home,4,2536.13,7321.06,Card
A11243,05/01/2026,C2285,Norma Lewis,expect,Fashion,5,44407.89,160010.29,NetBanking
A11244,16/01/2026,C5861,Jack Smith,represent,Electronics,2,7552.76,13886.54,COD
A11245,28/01/2026,C4898,Matthew Garcia,show,Home,1,19433.61,17236.52,Card
A11246,08/02/2026,C8905,Eric Richardson,herself,Home,1,39727.60,31812.56,Card
A11247,14/01/2026,C5264,Gregory Burton,party,Home,4,19105.04,72619.57,NetBanking
A11248,05/02/2026,C4133,Robert Hopkins,staff,Home,3,7388.65,17623.97,NetBanking
A11249,08/01/2026,C3477,Tabitha Henderson,significant,Electronics,2,42886.52,79845.77,COD
A11250,01/01/2026,C6064,Deanna Greer,successful,Electronics,2,18961.88,29621.30,Card
A11251,19/01/2026,C4943,Joy Munoz,writer,Electronics,4,307.35,1256.72,Card
A11252,07/02/2026,C7752,Stephanie Delacruz,around,Home,1,49138.71,40353.53,UPI
A11253,05/01/2026,C9116,Joshua Baker,responsibility,Fashion,2,7027.17,11390.07,UPI
A11254,03/02/2026,C2606,Katie Vargas,court,Fashion,5,25787.17,95465.64,Card
A11255,07/01/2026,C4319,Jennifer Roy,lot,Fashion,3,32421.53,96343.65,UPI
A11256,14/01/2026,C5181,Brian Clark,lose,Electronics,3,38083.75,100611.38,COD
A11257,01/01/2026,C4039,Kimberly Riley,purpose,Electronics,5,1673.26,6062.17,UPI
A11258,13/01/2026,C3156,Eric Sanders,course,Fashion,1,9753.42,7512.70,UPI
A11259,07/01/2026,C4797,Jennifer Rodriguez,until,Electronics,1,42420.70,32321.82,UPI
A11260,18/01/2026,C4066,Hannah Snyder,continue,Electronics,2,47014.26,88451.70,NetBanking
A11261,10/02/2026,C1312,Jesse Bush,involve,Fashion,4,19553.66,75160.09,Card
A11262,18/01/2026,C4515,Amy Tran,maintain,Electronics,1,25875.87,21319.99,NetBanking
A11263,19/01/2026,C8028,Todd Morrison,door,Home,4,24864.49,75617.56,UPI
A11264,05/02/2026,C1006,Katherine Hart,article,Home,3,28960.62,63500.43,NetBanking
A11265,13/01/2026,C9108,Karen Robinson,describe,Electronics,5,15146.81,66764.11,COD
A11266,06/01/2026,C2742,Dr. Stacey Duncan,together,Electronics,1,17225.86,17261.11,Card
A11267,02/02/2026,C6863,Brandon Burton,service,Fashion,5,49121.94,176868.77,Card
A11268,16/01/2026,C3345,Cynthia Rice,just,Home,2,264.97,548.15,UPI
A11269,25/01/2026,C6397,Marcus Smith,car,Home,4,24923.80,78876.43,Card
A11270,15/01/2026,C2485,Matthew Flores,decide,Fashion,2,44879.74,80869.02,UPI
A11271,06/02/2026,C2097,William Merritt,professional,Home,5,17091.35,82170.31,Card
A11272,25/01/2026,C5075,Hannah Mcbride,inside,Fashion,1,39622.36,39279.47,Card
A11273,28/01/2026,C3080,James Fischer,continue,Home,5,49247.54,229131.14,COD
A11274,10/01/2026,C7763,Anthony Farmer,star,Electronics,5,47319.70,196478.39,COD
A11275,15/01/2026,C2403,Amy Harrington,budget,Electronics,1,5675.05,5582.04,NetBanking
A11276,02/01/2026,C3922,Mark Diaz,style,Fashion,3,46324.47,100090.57,NetBanking
A11277,05/01/2026,C8165,Jeffery Bush,clearly,Home,5,34033.61,136170.13,COD
A11278,04/01/2026,C5166,Amy Gilmore,type,Home,4,15498.69,58970.72,COD
A11279,23/01/2026,C1873,Wendy Taylor,range,Fashion,1,15874.34,15801.39,COD
A11280,02/02/2026,C4076,Ashley Olson,present,Fashion,1,45911.46,46060.91,Card
A11281,28/01/2026,C9986,Justin Perry,whether,Electronics,4,1253.04,3948.20,NetBanking
A11282,29/01/2026,C6804,Anthony Jackson,myself,Electronics,5,4290.97,16784.12,COD
A11283,26/01/2026,C7273,Rebecca White,note,Fashion,2,29815.98,57322.10,UPI
A11284,30/01/2026,C8249,Alan Kim,road,Fashion,3,43667.51,100991.61,NetBanking
A11285,24/01/2026,C4993,Jamie Lewis,list,Fashion,4,18692.34,74901.59,UPI
A11286,05/01/2026,C9941,Adam Shepherd,price,Fashion,1,24864.78,21483.82,Card
A11287,20/01/2026,C6007,Jessica Stephens,particularly,Electronics,2,48527.70,96123.06,NetBanking
A11288,08/02/2026,C8161,Sharon Murphy,four,Fashion,1,5554.05,5398.98,NetBanking
A11289,01/01/2026,C7878,Lawrence Hull,affect,Home,5,15167.06,63059.06,UPI
A11290,09/02/2026,C1841,Tommy Burke,modern,Electronics,5,40718.00,169046.06,COD
A11291,12/01/2026,C3699,Jennifer Hunt,explain,Electronics,2,26951.42,41655.14,UPI
A11292,04/02/2026,C1764,Peter Elliott,think,Home,2,42756.41,77091.57,NetBanking
A11293,18/01/2026,C5111,Randy Lambert,now,Fashion,1,6065.16,5068.74,Card
A11294,07/01/2026,C7671,Elizabeth Miller,similar,Electronics,4,23315.32,76559.72,Card
A11295,14/01/2026,C5760,Rebecca Williams,standard,Home,5,8058.83,29125.68,NetBanking
A11296,28/01/2026,C1816,Jack Alvarez,field,Home,1,21264.28,17340.46,NetBanking
A11297,31/01/2026,C7834,Danielle Davis,coach,Fashion,5,19811.92,81253.66,UPI
A11298,07/01/2026,C9911,Kimberly Barnes,well,Electronics,5,47632.89,200112.56,NetBanking
A11299,07/02/2026,C7051,Jessica Johnson,laugh,Fashion,2,39732.03,72373.27,NetBanking
A11300,07/01/2026,C7984,Barbara Benson,data,Home,1,9418.63,8801.58,NetBanking
A11301,03/01/2026,C9028,Robert Mejia,south,Home,3,14380.49,35475.02,COD
A11302,17/01/2026,C9741,Todd Dudley,college,Fashion,2,2092.08,3868.09,COD
A11303,22/01/2026,C9151,Megan Williams,toward,Home,1,42251.18,30024.61,UPI
A11304,04/02/2026,C8376,Kimberly Dickerson,week,Electronics,2,47590.67,71529.93,COD
A11305,05/02/2026,C9088,Mr. Gabriel Gilmore,institution,Electronics,1,24174.95,18233.77,COD
A11306,09/01/2026,C7675,Christopher Woods,trade,Fashion,1,29994.70,28590.26,NetBanking
A11307,08/02/2026,C7627,David Pittman,school,Fashion,4,44243.77,139909.24,Card
A11308,16/01/2026,C5888,Kristine Garrett,character,Home,2,3956.06,6457.37,COD
A11309,07/01/2026,C8908,Paul Lyons,collection,Home,4,7440.38,23555.73,NetBanking
A11310,24/01/2026,C2399,Brittany Rivera,kind,Fashion,3,34221.95,85295.73,NetBanking
A11311,20/01/2026,C6181,Michelle Bennett,state,Fashion,1,41282.72,37656.16,UPI
A11312,05/02/2026,C3852,Ryan Butler,thank,Fashion,5,24383.77,117181.51,NetBanking
A11313,28/01/2026,C9798,Mark Lewis,child,Home,1,11525.72,8405.36,COD
A11314,16/01/2026,C5137,Shirley Barker,appear,Home,5,38018.33,144545.30,NetBanking
A11315,20/01/2026,C8813,Guy Smith,feeling,Fashion,5,29467.48,123901.60,NetBanking
A11316,17/01/2026,C4021,Alexander Chung,owner,Home,5,30766.27,127810.34,UPI
A11317,05/02/2026,C5293,Erin Lewis,tend,Electronics,1,17422.51,12253.27,Card
A11318,07/02/2026,C7883,Logan Johnson,institution,Home,3,48912.06,111584.67,COD
A11319,31/01/2026,C8800,Donald Jackson,left,Home,5,1249.37,4678.46,Card
A11320,10/02/2026,C6646,Michael Morales,off,Fashion,3,32670.68,76469.43,Card
A11321,07/01/2026,C5022,Carly Vargas,certain,Fashion,3,11625.10,28671.43,NetBanking
A11322,06/01/2026,C2432,Rhonda Velazquez,system,Electronics,3,42202.09,117886.78,UPI
A11323,06/01/2026,C7700,Dennis Jenkins,point,Fashion,3,23967.45,68348.04,NetBanking
A11324,17/01/2026,C4035,Sandra Cook,along,Fashion,1,46548.42,36412.61,Card
A11325,19/01/2026,C9381,Leslie Richardson,third,Home,1,43541.28,39213.55,Card
A11326,12/01/2026,C2926,Alicia Stephens,knowledge,Home,1,16656.32,16422.88,UPI
A11327,11/01/2026,C9436,Michelle Small,exactly,Electronics,5,16347.96,70358.07,Card
A11328,12/01/2026,C1399,Andrew Wong,education,Electronics,2,23621.05,36051.11,Card
A11329,12/01/2026,C1934,Michael Gonzalez,provide,Home,2,42610.68,65655.24,Card
A11330,13/01/2026,C8788,Cheryl Carroll,plan,Home,5,29132.47,115180.49,Card
A11331,10/02/2026,C2450,Elaine Gutierrez,card,Electronics,3,18575.06,47996.56,UPI
A11332,24/01/2026,C4438,Timothy Mitchell,maybe,Home,3,41624.32,107423.23,Card
A11333,05/01/2026,C5465,Karen Paul,development,Electronics,1,38229.89,28785.70,Card
A11334,08/01/2026,C7210,Jerry Elliott MD,home,Fashion,3,26291.52,77368.46,COD
A11335,16/01/2026,C8290,Karen Edwards,well,Home,1,43348.21,36948.27,NetBanking
A11336,06/02/2026,C1763,Travis Campbell,prove,Electronics,4,37253.78,122250.26,COD
A11337,29/01/2026,C5531,Maria Sanchez PhD,everybody,Electronics,4,29744.00,116618.42,NetBanking
A11338,21/01/2026,C2245,Tamara Harris,doctor,Electronics,2,4686.50,8299.64,NetBanking
A11339,06/02/2026,C9712,Keith Callahan,official,Fashion,2,15755.02,29023.63,COD
A11340,16/01/2026,C7517,Darren Cook,sign,Fashion,4,25255.44,92076.70,NetBanking
A11341,28/01/2026,C3301,Richard Shepherd,pressure,Home,4,44951.48,170887.72,NetBanking
A11342,31/01/2026,C9854,Carol Davis,join,Electronics,4,44582.86,160525.19,UPI
A11343,30/01/2026,C8920,John Harvey,rather,Fashion,5,29434.77,110472.22,UPI
A11344,27/01/2026,C1225,Brandon Hahn,large,Fashion,3,41904.28,105655.58,NetBanking
A11345,07/02/2026,C2045,Michelle Durham,almost,Electronics,4,22805.32,70304.97,Card
A11346,20/01/2026,C3188,Michelle Hart DVM,include,Home,4,38030.42,109620.89,COD
A11347,30/01/2026,C2748,Frederick Martin,choice,Home,5,20939.60,89085.71,Card
A11348,23/01/2026,C3775,Robert Guzman,international,Electronics,2,24626.45,42944.26,UPI
A11349,08/02/2026,C9472,Larry Moore,the,Fashion,1,6437.71,6183.59,COD
A11350,31/01/2026,C7090,Alex Hunter,box,Fashion,5,37532.59,169022.43,UPI
A11351,25/01/2026,C9924,Lisa Hall,position,Electronics,5,32643.76,125782.45,UPI
A11352,28/01/2026,C1593,Erin Collins,affect,Fashion,2,17072.43,28083.21,COD
A11353,06/01/2026,C4208,Pamela Dunn,key,Fashion,1,37224.36,31039.97,UPI
A11354,13/01/2026,C1653,Jennifer Hill,subject,Fashion,2,26963.47,52397.11,UPI
A11355,07/01/2026,C4025,Rhonda Boyer,lot,Electronics,1,1729.83,1621.77,COD
A11356,28/01/2026,C5253,Ashley Stafford,task,Home,1,23871.81,22526.13,Card
A11357,09/02/2026,C9190,Jennifer Wilcox,time,Electronics,3,1328.13,3609.65,UPI
A11358,06/01/2026,C7617,David Farrell,maintain,Home,3,41306.19,106686.27,NetBanking
A11359,29/01/2026,C3393,Rachel Rogers,enter,Fashion,4,12271.38,39785.23,Card
A11360,22/01/2026,C5432,Sean Robinson,coach,Home,4,13593.99,53436.23,UPI
A11361,21/01/2026,C4989,Riley Smith,play,Fashion,5,24699.54,118582.87,UPI
A11362,03/01/2026,C2670,Barbara Morales,human,Home,1,14513.49,11496.56,UPI
A11363,15/01/2026,C5796,Brianna Baird,positive,Fashion,3,21411.24,50818.75,NetBanking
A11364,08/02/2026,C6629,Angela Green,even,Electronics,4,48420.11,164712.00,Card
A11365,12/01/2026,C5530,Amanda Bruce,about,Fashion,3,13604.09,30752.75,Card
A11366,09/02/2026,C9357,Paul Owens,heavy,Electronics,3,31527.93,87112.02,UPI
A11367,07/02/2026,C5464,Kathryn Lewis,beyond,Fashion,4,8522.28,30712.13,UPI
A11368,31/01/2026,C6954,Robert Barnes,then,Electronics,5,44487.18,160254.26,COD
A11369,02/02/2026,C4455,Sara Escobar,since,Fashion,3,48830.60,133434.72,COD
A11370,28/01/2026,C2386,Zachary Gutierrez,customer,Fashion,3,33303.34,95934.39,NetBanking
A11371,25/01/2026,C2130,Kelsey Le,director,Fashion,3,7072.86,18547.87,NetBanking
A11372,07/01/2026,C6016,Carmen Medina,find,Electronics,3,43289.42,101331.65,Card
A11373,26/01/2026,C6371,Michael Brown,than,Electronics,1,20497.55,17685.47,NetBanking
A11374,23/01/2026,C4325,Michael Edwards,once,Home,5,27626.03,105076.13,NetBanking
A11375,02/01/2026,C9016,Christina Arnold,maintain,Fashion,3,24449.88,69717.31,COD
A11376,02/02/2026,C5272,Kenneth Waters,go,Fashion,1,7534.63,6578.79,NetBanking
A11377,22/01/2026,C8256,Susan Ware,call,Electronics,4,7544.73,25105.95,UPI
A11378,08/01/2026,C7963,Brenda Parks,long,Electronics,3,42578.70,122702.05,COD
A11379,19/01/2026,C4137,Vanessa Vasquez,find,Electronics,1,32088.34,28279.08,COD
A11380,25/01/2026,C7423,John Clark,radio,Electronics,4,49668.96,196820.01,UPI
A11381,08/01/2026,C1722,Danielle Barton,everyone,Home,2,21912.47,32482.78,COD
A11382,01/01/2026,C1960,Christian Jones,environment,Electronics,2,14328.10,28163.57,COD
A11383,31/01/2026,C5225,David Lee,mention,Fashion,2,30076.18,51168.79,UPI
A11384,04/02/2026,C7136,Stephanie Hall,least,Electronics,3,1411.99,3551.24,NetBanking
A11385,21/01/2026,C1680,Abigail Moran,stand,Home,1,32450.91,25036.24,COD
A11386,07/02/2026,C4081,Susan Garcia,letter,Home,5,37586.92,137226.98,COD
A11387,03/02/2026,C8456,Jacqueline Smith,focus,Electronics,3,9615.02,22549.44,Card
A11388,07/01/2026,C2812,Roger Jones,arm,Fashion,5,8511.53,38781.28,NetBanking
A11389,29/01/2026,C5279,Gregory Anderson,account,Home,3,22479.82,58080.45,NetBanking
A11390,02/02/2026,C3398,Tammy Soto,social,Fashion,4,8261.91,27159.67,NetBanking
A11391,24/01/2026,C8321,Randy Garcia,measure,Electronics,1,44320.80,36473.16,Card
A11392,28/01/2026,C1244,Daniel Carson,man,Electronics,2,36273.26,59543.54,Card
A11393,12/01/2026,C3604,William Young,take,Electronics,3,16128.68,39219.25,UPI
A11394,07/02/2026,C9296,Terri Wallace,commercial,Fashion,2,30870.69,59409.67,NetBanking
A11395,10/02/2026,C5154,Jennifer Smith,baby,Electronics,2,45607.12,69407.17,UPI
A11396,09/01/2026,C1788,Matthew Gonzales MD,executive,Home,4,7134.03,24119.92,UPI
A11397,03/01/2026,C8053,Angelica Sellers,position,Fashion,3,31468.47,81227.44,COD
A11398,08/02/2026,C7184,Kathryn Zamora,money,Electronics,2,3642.56,6472.22,COD
A11399,20/01/2026,C5336,George Smith,dinner,Home,4,18704.16,60649.65,NetBanking
A11400,07/02/2026,C6011,Robert Klein,source,Home,3,11888.07,33582.54,NetBanking
A11401,17/01/2026,C4169,Gail Turner,finish,Electronics,3,33520.50,78459.78,NetBanking
A11402,04/01/2026,C2458,Brandi Smith,moment,Fashion,5,24374.32,120751.78,NetBanking
A11403,10/01/2026,C2345,Martin Valdez,painting,Electronics,1,34185.81,31866.91,NetBanking
A11404,26/01/2026,C5331,Ryan Mitchell,card,Electronics,3,21570.74,46039.13,NetBanking
A11405,06/01/2026,C5920,Ashley Pearson,open,Fashion,4,12379.49,40235.08,NetBanking
A11406,01/02/2026,C1110,Wendy Collins,resource,Home,2,40581.15,60967.28,UPI
A11407,18/01/2026,C8394,Jennifer Mills,wear,Home,2,16152.66,22971.62,Card
A11408,21/01/2026,C6556,Jean Kirby,fast,Home,5,22522.98,93503.92,COD
A11409,13/01/2026,C5251,George Dickson,Democrat,Fashion,1,37693.85,34423.20,UPI
A11410,13/01/2026,C2604,Erik Moran,fish,Home,3,39373.73,92235.09,UPI
A11411,27/01/2026,C8781,Tiffany Bailey,age,Home,3,19750.42,47549.86,Card
A11412,02/02/2026,C1097,John Thompson,eat,Home,4,29881.50,102885.20,NetBanking
A11413,11/01/2026,C9657,Mark Delacruz,pattern,Home,3,48550.86,101984.67,Card
A11414,03/01/2026,C2337,Joseph Knight,idea,Fashion,2,30478.95,43401.56,COD
A11415,30/01/2026,C4944,Amy Palmer,couple,Electronics,5,41319.00,188031.84,NetBanking
A11416,09/01/2026,C1696,Mathew Mitchell,popular,Electronics,1,2227.48,2245.31,Card
A11417,05/01/2026,C6545,Lori Mcconnell,they,Fashion,5,33762.11,143542.04,UPI
A11418,25/01/2026,C4322,Matthew Perez,relationship,Electronics,5,20607.23,102144.45,COD
A11419,11/01/2026,C5150,Angela Lewis,question,Electronics,5,40189.10,172857.98,NetBanking
A11420,14/01/2026,C8548,Nicholas Cochran,simple,Electronics,5,22476.43,102352.70,Card
A11421,18/01/2026,C9211,Erik Flores,beautiful,Electronics,4,46030.30,169497.61,COD
A11422,07/02/2026,C9973,Holly Hardy,computer,Home,5,38764.41,135697.30,NetBanking
A11423,21/01/2026,C4353,Jessica Anderson,entire,Fashion,1,9366.92,9459.49,UPI
A11424,27/01/2026,C4883,Ronald Garcia,much,Fashion,4,29705.13,90389.44,NetBanking
A11425,25/01/2026,C2719,Christian Bean,defense,Home,2,34121.48,53931.95,COD
A11426,09/02/2026,C7555,Margaret Moore,long,Home,2,34468.57,55205.98,UPI
A11427,24/01/2026,C8472,Bradley Peterson,take,Home,3,14486.90,30903.64,Card
A11428,03/01/2026,C9577,Christopher Harris,speech,Home,2,48688.70,82805.98,Card
A11429,04/01/2026,C6518,Jesse Sherman,gun,Fashion,5,6619.41,23289.33,Card
A11430,02/01/2026,C2154,Patricia Smith,control,Fashion,3,9580.08,21599.04,COD
A11431,09/01/2026,C2394,Gabriel Carter,station,Fashion,4,42584.51,132982.81,UPI
A11432,25/01/2026,C6459,Holly Charles,enjoy,Fashion,1,49280.44,48432.18,Card
A11433,17/01/2026,C4946,Nancy Kelly,organization,Fashion,3,17360.76,43847.73,UPI
A11434,13/01/2026,C5669,Charlene Rose,gun,Fashion,4,39044.75,110958.98,UPI
A11435,06/01/2026,C4666,John Myers,or,Home,2,13347.71,25736.10,COD
A11436,08/01/2026,C9918,Daniel Reed,enough,Home,2,47176.82,88825.06,Card
A11437,27/01/2026,C2625,Kirsten Evans,amount,Home,4,7096.46,22526.57,COD
A11438,29/01/2026,C4795,Terri Hatfield,behind,Electronics,1,18318.99,16584.05,COD
A11439,04/01/2026,C6981,Jenna King,skin,Electronics,5,8225.44,35861.85,Card
A11440,05/02/2026,C9179,Eric Diaz,born,Electronics,3,49972.34,110993.27,COD
A11441,29/01/2026,C4852,Mary Morris,prove,Home,2,41842.43,79586.21,COD
A11442,30/01/2026,C9979,Shannon Carroll,these,Home,5,40963.59,147549.40,NetBanking
A11443,02/01/2026,C3891,Mary Murray,suddenly,Electronics,5,21231.20,82899.96,NetBanking
A11444,24/01/2026,C3939,John Maxwell,dog,Home,3,15139.87,35986.77,NetBanking
A11445,23/01/2026,C4448,Samantha Smith,huge,Home,2,42952.89,69622.68,NetBanking
A11446,09/02/2026,C2420,Courtney Rich,voice,Electronics,1,34938.80,26652.32,NetBanking
